1/12/2023 4:59:58 PM, MES ON
1/12/2023 5:00:01 PM, PLC CONNECT NG
1/12/2023 5:00:03 PM, LOCK ON
1/12/2023 5:00:03 PM, FORM OPEN COMPLETED
1/12/2023 5:00:10 PM, FORM CLOSED
1/12/2023 5:08:03 PM, MES ON
1/12/2023 5:08:06 PM, PLC CONNECT NG
1/12/2023 5:08:07 PM, LOCK ON
1/12/2023 5:08:07 PM, FORM OPEN COMPLETED
1/12/2023 5:08:09 PM, FORM CLOSED
1/12/2023 5:08:24 PM, MES ON
1/12/2023 5:08:27 PM, PLC CONNECT NG
1/12/2023 5:08:28 PM, LOCK ON
1/12/2023 5:08:28 PM, FORM OPEN COMPLETED
1/12/2023 5:08:33 PM, FORM CLOSED
1/12/2023 5:08:43 PM, MES ON
1/12/2023 5:08:46 PM, PLC CONNECT NG
1/12/2023 5:08:48 PM, LOCK ON
1/12/2023 5:09:11 PM, FORM OPEN COMPLETED
1/12/2023 5:09:12 PM, SCANNER#1 CONNECT NG
1/12/2023 5:09:14 PM, FORM CLOSED
1/12/2023 5:12:17 PM, MES ON
1/12/2023 5:12:20 PM, PLC CONNECT NG
1/12/2023 5:12:21 PM, LOCK ON
1/12/2023 5:12:21 PM, FORM OPEN COMPLETED
1/12/2023 5:12:42 PM, SCANNER#1 CONNECT NG
1/12/2023 5:13:03 PM, SCANNER#2 CONNECT NG
1/12/2023 5:13:08 PM, FORM CLOSED
