8/17/2022 2:28:42 PM, MES ON
8/17/2022 2:28:45 PM, PLC CONNECT NG
8/17/2022 2:28:46 PM, LOCK ON
8/17/2022 2:28:46 PM, FORM OPEN COMPLETED
8/17/2022 2:28:56 PM, OFFLINE MODE ON
8/17/2022 2:28:59 PM, ONLINE MODE ON
8/17/2022 2:29:00 PM, FORM CLOSED
8/17/2022 2:31:17 PM, MES ON
8/17/2022 2:31:20 PM, PLC CONNECT NG
8/17/2022 2:31:22 PM, LOCK ON
8/17/2022 2:31:22 PM, FORM OPEN COMPLETED
8/17/2022 2:31:43 PM, SCANNER#1 CONNECT NG
8/17/2022 2:31:51 PM, MES OFF REQUEST
8/17/2022 2:31:53 PM, MES ON REQUEST
8/17/2022 2:31:56 PM, FORM CLOSED
8/17/2022 2:32:31 PM, MES ON
8/17/2022 2:32:34 PM, PLC CONNECT NG
8/17/2022 2:32:36 PM, LOCK ON
8/17/2022 2:32:36 PM, FORM OPEN COMPLETED
8/17/2022 2:32:50 PM, FORM CLOSED
8/17/2022 2:33:23 PM, MES ON
8/17/2022 2:33:26 PM, PLC CONNECT NG
8/17/2022 2:33:27 PM, LOCK ON
8/17/2022 2:33:27 PM, FORM OPEN COMPLETED
8/17/2022 2:33:32 PM, OFFLINE MODE ON
8/17/2022 2:33:34 PM, ONLINE MODE ON
8/17/2022 2:33:34 PM, OFFLINE MODE ON
8/17/2022 2:33:36 PM, ONLINE MODE ON
8/17/2022 2:33:37 PM, FORM CLOSED
8/17/2022 2:35:39 PM, MES ON
8/17/2022 2:35:42 PM, PLC CONNECT NG
8/17/2022 2:35:48 PM, LOCK ON
8/17/2022 2:35:48 PM, FORM OPEN COMPLETED
8/17/2022 2:35:51 PM, OFFLINE MODE ON
8/17/2022 2:35:53 PM, ONLINE MODE ON
8/17/2022 2:36:10 PM, SCANNER#1 CONNECT NG
8/17/2022 2:36:31 PM, SCANNER#2 CONNECT NG
8/17/2022 2:36:58 PM, FORM CLOSED
8/17/2022 2:38:18 PM, MES ON
8/17/2022 2:38:21 PM, PLC CONNECT NG
8/17/2022 2:38:22 PM, LOCK ON
8/17/2022 2:38:22 PM, FORM OPEN COMPLETED
8/17/2022 2:38:26 PM, RESET COUNTER
8/17/2022 2:38:27 PM, FORM CLOSED
8/30/2022 2:43:12 PM, MES ON
8/30/2022 2:43:15 PM, PLC CONNECT NG
8/30/2022 2:43:17 PM, LOCK ON
8/30/2022 2:43:17 PM, FORM OPEN COMPLETED
8/30/2022 2:43:38 PM, SCANNER#1 CONNECT NG
8/30/2022 2:43:50 PM, FORM CLOSED
8/30/2022 2:55:53 PM, MES ON
8/30/2022 2:55:56 PM, PLC CONNECT NG
8/30/2022 3:00:03 PM, LOCK ON
8/30/2022 3:00:03 PM, FORM OPEN COMPLETED
8/30/2022 3:00:24 PM, SCANNER#1 CONNECT NG
8/30/2022 3:00:46 PM, SCANNER#2 CONNECT NG
8/30/2022 3:13:16 PM, MES OFF REQUEST
8/30/2022 3:13:18 PM, MES ON REQUEST
8/30/2022 3:13:38 PM, FORM CLOSED
8/30/2022 3:19:06 PM, MES ON
8/30/2022 3:19:09 PM, PLC CONNECT NG
8/30/2022 3:19:11 PM, LOCK ON
8/30/2022 3:19:11 PM, FORM OPEN COMPLETED
8/30/2022 3:19:22 PM, FORM CLOSED
