11/1/2022 7:52:35 AM, LIGHT CURTAIN ON
11/1/2022 8:34:43 AM, LOAD TO PLC OK
11/1/2022 8:55:14 AM, FORM CLOSED
11/1/2022 8:57:21 AM, MES ON
11/1/2022 8:57:21 AM, PLC CONNECT OK
11/1/2022 8:57:23 AM, LOCK ON
11/1/2022 8:57:24 AM, SCANNER#1 CONNECT OK
11/1/2022 8:57:24 AM, SCANNER#2 CONNECT OK
11/1/2022 8:57:24 AM, FORM OPEN COMPLETED
11/1/2022 8:57:50 AM, LOAD TO PLC OK
11/1/2022 8:59:52 AM, MES ON
11/1/2022 8:59:52 AM, PLC CONNECT OK
11/1/2022 8:59:54 AM, LOCK ON
11/1/2022 8:59:54 AM, SCANNER#1 CONNECT OK
11/1/2022 8:59:54 AM, SCANNER#2 CONNECT OK
11/1/2022 8:59:54 AM, FORM OPEN COMPLETED
11/1/2022 9:00:04 AM, LOAD TO PLC OK
11/1/2022 9:03:17 AM, MES ON
11/1/2022 9:03:17 AM, PLC CONNECT OK
11/1/2022 9:03:18 AM, LOCK ON
11/1/2022 9:03:19 AM, SCANNER#1 CONNECT OK
11/1/2022 9:03:19 AM, SCANNER#2 CONNECT OK
11/1/2022 9:03:19 AM, FORM OPEN COMPLETED
11/1/2022 9:03:25 AM, LOAD TO PLC OK
11/1/2022 9:11:18 AM, MES ON
11/1/2022 9:11:18 AM, PLC CONNECT OK
11/1/2022 9:11:20 AM, LOCK ON
11/1/2022 9:11:20 AM, SCANNER#1 CONNECT OK
11/1/2022 9:11:20 AM, SCANNER#2 CONNECT OK
11/1/2022 9:11:20 AM, FORM OPEN COMPLETED
11/1/2022 9:11:30 AM, LOAD TO PLC OK
11/1/2022 9:16:56 AM, OFFLINE MODE ON
11/1/2022 9:21:31 AM, MES ON
11/1/2022 9:21:31 AM, PLC CONNECT OK
11/1/2022 9:21:34 AM, LOCK OFF
11/1/2022 9:21:35 AM, SCANNER#1 CONNECT OK
11/1/2022 9:21:35 AM, SCANNER#2 CONNECT OK
11/1/2022 9:21:35 AM, FORM OPEN COMPLETED
11/1/2022 9:21:36 AM, FORM CLOSED
11/1/2022 9:24:20 AM, MES ON
11/1/2022 9:24:20 AM, PLC CONNECT OK
11/1/2022 9:24:21 AM, LOCK ON
11/1/2022 9:24:21 AM, SCANNER#1 CONNECT OK
11/1/2022 9:24:21 AM, SCANNER#2 CONNECT OK
11/1/2022 9:24:21 AM, FORM OPEN COMPLETED
11/1/2022 9:24:29 AM, LOAD TO PLC OK
11/1/2022 9:24:32 AM, OFFLINE MODE ON
11/1/2022 9:26:12 AM, MES ON
11/1/2022 9:26:12 AM, PLC CONNECT OK
11/1/2022 9:26:17 AM, LOCK ON
11/1/2022 9:26:18 AM, SCANNER#1 CONNECT OK
11/1/2022 9:26:18 AM, SCANNER#2 CONNECT OK
11/1/2022 9:26:18 AM, FORM OPEN COMPLETED
11/1/2022 9:26:33 AM, LOAD TO PLC OK
11/1/2022 9:26:41 AM, LOCK OFF
11/1/2022 9:27:06 AM, ADMIN INPUT
11/1/2022 9:27:06 AM, LOCK ON
11/1/2022 9:29:01 AM, MODEL SAVE OK
11/1/2022 9:33:08 AM, MES ON
11/1/2022 9:33:09 AM, PLC CONNECT OK
11/1/2022 9:33:11 AM, LOCK ON
11/1/2022 9:33:11 AM, SCANNER#1 CONNECT OK
11/1/2022 9:33:11 AM, SCANNER#2 CONNECT OK
11/1/2022 9:33:11 AM, FORM OPEN COMPLETED
11/1/2022 9:33:31 AM, LOAD TO PLC OK
11/1/2022 9:35:23 AM, FORM CLOSED
11/1/2022 9:36:43 AM, MES ON
11/1/2022 9:36:43 AM, PLC CONNECT OK
11/1/2022 9:36:44 AM, LOCK ON
11/1/2022 9:36:44 AM, FORM OPEN COMPLETED
11/1/2022 9:36:45 AM, SCANNER#1 CONNECT NG
11/1/2022 9:36:46 AM, SCANNER#2 CONNECT NG
11/1/2022 9:36:58 AM, FORM CLOSED
11/1/2022 9:37:03 AM, MES ON
11/1/2022 9:37:03 AM, PLC CONNECT OK
11/1/2022 9:37:16 AM, LOCK ON
11/1/2022 9:37:16 AM, SCANNER#1 CONNECT OK
11/1/2022 9:37:16 AM, SCANNER#2 CONNECT OK
11/1/2022 9:37:16 AM, FORM OPEN COMPLETED
11/1/2022 9:37:23 AM, LOAD TO PLC OK
11/1/2022 9:37:28 AM, OFFLINE MODE ON
11/1/2022 9:39:38 AM, MES ON
11/1/2022 9:39:38 AM, PLC CONNECT OK
11/1/2022 9:39:39 AM, LOCK ON
11/1/2022 9:39:40 AM, SCANNER#1 CONNECT OK
11/1/2022 9:39:40 AM, SCANNER#2 CONNECT OK
11/1/2022 9:39:47 AM, LOAD TO PLC OK
11/1/2022 9:39:51 AM, OFFLINE MODE ON
11/1/2022 9:42:01 AM, MES ON
11/1/2022 9:42:02 AM, PLC CONNECT OK
11/1/2022 9:42:06 AM, LOCK ON
11/1/2022 9:42:06 AM, SCANNER#1 CONNECT OK
